pixel,label,predict 
16381,7,15
16382,7,12
16383,7,15
16384,7,12
16385,7,12
16386,7,12
16387,7,15
16388,7,15
16389,7,12
16390,7,12
16391,7,7
16392,7,7
16393,7,7
16394,7,7
16395,7,7
16396,7,7
16397,7,7
16398,7,7
16399,7,15
16400,7,12
16401,7,12
16402,7,15
16403,7,15
16404,7,15
16405,7,15
16406,7,15
16407,7,15
16408,7,15
16409,7,7
16410,7,7
16411,7,7
16412,7,7
16413,7,15
16414,7,12
16415,7,12
16416,7,12
16417,7,12
16418,7,12
16419,7,12
16420,7,12
16421,7,12
16422,7,12
16423,7,12
16424,7,12
16425,7,12
16426,7,12
16427,7,15
16428,7,15
16429,7,15
16430,7,12
16431,7,12
16432,7,12
16433,7,12
16434,7,12
16435,7,15
16436,7,15
16437,7,15
16438,7,12
16439,7,7
16440,7,7
16441,7,7
16442,7,7
16443,7,7
16444,7,7
16445,7,7
16446,7,7
16447,7,7
16448,7,7
16449,7,7
16450,7,15
16451,7,15
16452,7,15
16453,7,15
16454,7,12
16455,7,12
16456,7,15
16457,7,12
16458,7,12
16459,7,15
16460,7,7
16461,7,7
16462,7,7
16463,7,7
16464,7,15
16465,7,15
16466,7,12
16467,7,12
16468,7,12
16469,7,12
16470,7,12
16471,7,12
16472,7,12
16473,7,12
16474,7,12
16475,7,12
16476,7,12
16477,7,12
16478,7,12
16479,7,12
16480,7,12
16481,7,12
16482,7,12
16483,7,12
16484,7,12
16485,7,15
16486,7,7
16487,7,7
16488,7,15
16489,7,7
16490,7,7
16491,7,7
16492,7,7
16493,7,7
16494,7,7
16495,7,7
16496,7,7
16497,7,7
16498,7,7
16499,7,7
16500,7,7
16501,7,7
16502,7,15
16503,7,15
16504,7,15
16505,7,15
16506,7,12
16507,7,12
16508,7,12
16509,7,12
16510,7,12
16511,7,15
16512,7,7
16513,7,7
16514,7,7
16515,7,7
16516,7,15
16517,7,15
16518,7,12
16519,7,12
16520,7,12
16521,7,12
16522,7,12
16523,7,12
16524,7,12
16525,7,12
16526,7,12
16527,7,12
16528,7,12
16529,7,12
16530,7,12
16531,7,12
16532,7,12
16533,7,12
16534,7,12
16535,7,12
16536,7,15
16537,7,15
16538,7,7
16539,7,7
16540,7,7
16541,7,7
16542,7,7
16543,7,7
16544,7,7
16545,7,7
16546,7,7
16547,7,7
16548,7,7
16549,7,7
16550,7,7
16551,7,7
16552,7,7
16553,7,7
16554,7,7
16555,7,7
16556,7,7
16557,7,12
16558,7,12
16559,7,12
16560,7,12
16561,7,15
16562,7,12
16563,7,12
16564,7,12
16565,7,12
16566,7,15
16567,7,7
16568,7,7
16569,7,7
16570,7,7
16571,7,12
16572,7,12
16573,7,12
16574,7,12
16575,7,12
16576,7,12
16577,7,12
16578,7,12
16579,7,12
16580,7,12
16581,7,12
16582,7,12
16583,7,12
16584,7,12
16585,7,12
16586,7,12
16587,7,12
16588,7,12
16589,7,12
16590,7,15
16591,7,7
16592,7,7
16593,7,7
16594,7,7
16595,7,7
16596,7,7
16597,7,7
16598,7,7
16599,7,7
16600,7,7
16601,7,7
16602,7,7
16603,7,7
16604,7,7
16605,7,7
16606,7,7
16607,7,15
16608,7,15
16609,7,15
16610,7,12
16611,7,12
16612,7,12
16613,7,12
16614,7,12
16615,7,12
16616,7,12
16617,7,15
16618,7,15
16619,7,12
16620,7,12
16621,7,12
16622,7,15
16623,7,7
16624,7,7
16625,7,12
16626,7,12
16627,7,12
16628,7,12
16629,7,12
16630,7,12
16631,7,12
16632,7,12
16633,7,12
16634,7,12
16635,7,12
16636,7,12
16637,7,12
16638,7,12
16639,7,12
16640,7,12
16641,7,12
16642,7,12
16643,7,12
16644,7,12
16645,7,12
16646,7,12
16647,7,7
16648,7,7
16649,7,7
16650,7,7
16651,7,7
16652,7,7
16653,7,7
16654,7,7
16655,7,7
16656,7,7
16657,7,7
16658,7,7
16659,7,7
16660,7,7
16661,7,7
16662,7,12
16663,7,12
16664,7,15
16665,7,15
16666,7,15
16667,7,12
16668,7,12
16669,7,12
16670,7,12
16671,7,12
16672,7,12
16673,7,15
16674,7,15
16675,7,12
16676,7,12
16677,7,12
16678,7,15
16679,7,7
16680,7,7
16681,7,12
16682,7,12
16683,7,12
16684,7,12
16685,7,12
16686,7,12
16687,7,12
16688,7,12
16689,7,12
16690,7,12
16691,7,12
16692,7,12
16693,7,12
16694,7,12
16695,7,12
16696,7,12
16697,7,12
16698,7,12
16699,7,12
16700,7,12
16701,7,12
16702,7,12
16703,7,12
16704,7,7
16705,7,7
16706,7,7
16707,7,7
16708,7,7
16709,7,7
16710,7,7
16711,7,7
16712,7,7
16713,7,7
16714,7,7
16715,7,7
16716,7,12
16717,7,12
16718,7,12
16719,7,12
16720,7,12
16721,7,12
16722,7,12
16723,7,12
16724,7,12
16725,7,12
16726,7,12
16727,7,12
16728,7,15
16729,7,15
16730,7,15
16731,7,7
16732,7,7
16733,7,7
16734,7,7
16735,7,15
16736,7,12
16737,7,12
16738,7,12
16739,7,12
16740,7,12
16741,7,12
16742,7,12
16743,7,12
16744,7,12
16745,7,12
16746,7,12
16747,7,12
16748,7,12
16749,7,12
16750,7,12
16751,7,12
16752,7,12
16753,7,12
16754,7,12
16755,7,12
16756,7,12
16757,7,12
16758,7,7
16759,7,7
16760,7,7
16761,7,7
16762,7,7
16763,7,7
16764,7,7
16765,7,7
16766,7,7
16767,7,7
16768,7,7
16769,7,7
16770,7,7
16771,7,12
16772,7,12
16773,7,12
16774,7,12
16775,7,12
16776,7,15
16777,7,12
16778,7,12
16779,7,12
16780,7,12
16781,7,12
16782,7,15
16783,7,15
16784,7,15
16785,7,15
16786,7,15
16787,7,7
16788,7,7
16789,7,7
16790,7,7
16791,7,12
16792,7,12
16793,7,12
16794,7,15
16795,7,12
16796,7,12
16797,7,12
16798,7,12
16799,7,12
16800,7,12
16801,7,12
16802,7,12
16803,7,12
16804,7,12
16805,7,12
16806,7,12
16807,7,12
16808,7,12
16809,7,12
16810,7,12
16811,7,12
16812,7,12
16813,7,7
16814,7,7
16815,7,7
16816,7,7
16817,7,7
16818,7,7
16819,7,7
16820,7,7
16821,7,7
16822,7,7
16823,7,7
16824,7,7
16825,7,7
16826,7,7
16827,7,15
16828,7,12
16829,7,7
16830,7,7
16831,7,7
16832,7,7
16833,7,15
16834,7,15
16835,7,12
16836,7,15
16837,7,15
16838,7,12
16839,7,12
16840,7,15
16841,7,7
16842,7,7
16843,7,15
16844,7,12
16845,7,12
16846,7,12
16847,7,15
16848,7,12
16849,7,12
16850,7,12
16851,7,12
16852,7,12
16853,7,12
16854,7,12
16855,7,12
16856,7,12
16857,7,12
16858,7,12
16859,7,12
16860,7,12
16861,7,12
16862,7,12
16863,7,12
16864,7,12
16865,7,12
16866,7,7
16867,7,7
16868,7,7
16869,7,7
16870,7,7
16871,7,7
16872,7,7
16873,7,7
16874,7,7
16875,7,7
16876,7,7
16877,7,7
16878,7,7
16879,7,15
16880,7,15
16881,7,7
16882,7,7
16883,7,7
16884,7,7
16885,7,15
16886,7,15
16887,7,15
16888,7,15
16889,7,15
16890,7,15
16891,7,15
16892,7,15
16893,7,7
16894,7,7
16895,7,12
16896,7,12
16897,7,12
16898,7,12
16899,7,12
16900,7,12
16901,7,12
16902,7,12
16903,7,15
16904,7,12
16905,7,12
16906,7,12
16907,7,12
16908,7,12
16909,7,15
16910,7,15
16911,7,12
16912,7,12
16913,7,12
16914,7,12
16915,7,12
16916,7,12
16917,7,7
16918,7,7
16919,7,7
16920,7,7
16921,7,7
16922,7,7
16923,7,7
16924,7,7
16925,7,7
16926,7,7
16927,7,7
16928,7,7
16929,7,7
16930,7,7
16931,7,7
16932,7,15
16933,7,15
16934,7,15
16935,7,15
16936,7,7
16937,7,7
16938,7,7
16939,7,7
16940,7,15
16941,7,12
16942,7,12
16943,7,12
16944,7,12
16945,7,12
16946,7,12
16947,7,12
16948,7,12
16949,7,15
16950,7,12
16951,7,12
16952,7,12
16953,7,12
16954,7,12
16955,7,12
16956,7,12
16957,7,12
16958,7,12
16959,7,15
16960,7,12
16961,7,12
16962,7,12
16963,7,15
16964,7,12
16965,7,7
16966,7,7
16967,7,7
16968,7,7
16969,7,7
16970,7,7
16971,7,5
16972,7,5
16973,7,7
16974,7,7
16975,7,7
16976,7,7
16977,7,7
16978,7,7
16979,7,15
16980,7,15
16981,7,15
16982,7,15
16983,7,7
16984,7,7
16985,7,7
16986,7,7
16987,7,15
16988,7,12
16989,7,12
16990,7,12
16991,7,12
16992,7,12
16993,7,12
16994,7,12
16995,7,12
16996,7,15
16997,7,12
16998,7,12
16999,7,12
17000,7,12
17001,7,12
17002,7,12
17003,7,12
17004,7,12
17005,7,12
17006,7,12
17007,7,12
17008,7,15
17009,7,15
17010,7,15
17011,7,7
17012,7,7
17013,7,7
17014,7,7
17015,7,7
17016,7,7
17017,7,7
17018,7,7
17019,7,7
17020,7,7
17021,7,7
17022,7,7
17023,7,15
17024,7,15
17025,7,15
17026,7,15
17027,7,15
17028,7,15
17029,7,15
17030,7,15
17031,7,15
17032,7,15
17033,7,12
17034,7,15
17035,7,12
17036,7,12
17037,7,12
17038,7,12
17039,7,12
17040,7,12
17041,7,12
17042,7,12
17043,7,12
17044,7,12
17045,7,12
17046,7,12
17047,7,12
17048,7,12
17049,7,12
17050,7,12
17051,7,12
17052,7,15
17053,7,15
17054,7,15
17055,7,7
17056,7,7
17057,7,7
17058,7,7
17059,7,7
17060,7,7
17061,7,7
17062,7,7
17063,7,7
17064,7,7
17065,7,7
17066,7,7
17067,7,15
17068,7,15
17069,7,15
17070,7,15
17071,7,12
17072,7,12
17073,7,15
17074,7,15
17075,7,12
17076,7,12
17077,7,12
17078,7,12
17079,7,12
17080,7,12
17081,7,12
17082,7,12
17083,7,12
17084,7,12
17085,7,12
17086,7,15
17087,7,15
17088,7,12
17089,7,12
17090,7,12
17091,7,12
17092,7,12
17093,7,15
17094,7,15
17095,7,15
17096,7,12
17097,7,7
17098,7,7
17099,7,7
17100,7,7
17101,7,7
17102,7,7
17103,7,7
17104,7,7
17105,7,7
17106,7,7
17107,7,7
17108,7,7
17109,7,12
17110,7,12
17111,7,12
17112,7,12
17113,7,12
17114,7,12
17115,7,12
17116,7,12
17117,7,12
17118,7,12
17119,7,12
17120,7,12
17121,7,12
17122,7,12
17123,7,15
17124,7,15
17125,7,15
17126,7,12
17127,7,12
17128,7,12
17129,7,12
17130,7,15
17131,7,15
17132,7,15
17133,7,15
17134,7,7
17135,7,7
17136,7,7
17137,7,7
17138,7,7
17139,7,7
17140,7,7
17141,7,7
17142,7,15
17143,7,12
17144,7,12
17145,7,12
17146,7,12
17147,7,12
17148,7,12
17149,7,12
17150,7,12
17151,7,12
17152,7,12
17153,7,12
17154,7,12
17155,7,12
17156,7,15
17157,7,12
17158,7,12
17159,7,12
17160,7,12
17161,7,12
17162,7,15
17163,7,15
17164,7,15
17165,7,15
17166,7,7
17167,7,7
17168,7,7
17169,7,7
17170,7,7
17171,7,7
17172,7,15
17173,7,15
17174,7,12
17175,7,12
17176,7,12
17177,7,12
17178,7,12
17179,7,15
17180,7,15
17181,7,12
17182,7,12
17183,7,12
17184,7,12
17185,7,12
17186,7,12
17187,7,12
17188,7,12
17189,7,12
17190,7,12
17191,7,15
17192,7,15
17193,7,15
17194,7,7
17195,7,7
17196,7,7
17197,7,15
17198,7,15
17199,7,15
17200,7,12
17201,7,12
17202,7,12
17203,7,15
17204,7,15
17205,7,15
17206,7,15
17207,7,12
17208,7,15
17209,7,12
17210,7,12
17211,7,12
17212,7,12
17213,7,12
17214,7,12
17215,7,15
17216,7,15
17217,7,15
17218,7,15
17219,7,15
17220,7,12
17221,7,12
17222,7,12
17223,7,12
17224,7,12
17225,7,15
17226,7,15
17227,7,15
17228,7,15
17229,7,12
17230,7,12
17231,7,12
17232,7,12
17233,7,12
17234,7,15
17235,7,15
17236,7,15
17237,7,12
17238,7,12
17239,7,12
17240,7,12
17241,7,12
17242,7,12
17243,7,12
17244,7,12
17245,7,12
17246,7,12
17247,7,12
17248,7,12
17249,7,12
17250,7,12
17251,7,7
17252,7,7
17253,7,7
17254,7,12
17255,7,12
17256,7,12
17257,7,12
17258,7,12
17259,7,12
17260,7,12
17261,7,12
17262,7,12
17263,7,12
17264,7,12
17265,7,15
17266,7,7
17267,7,7
17268,7,12
17269,7,12
17270,7,12
17271,7,12
17272,7,12
17273,7,12
17274,7,15
17275,7,15
17276,7,12
17277,7,15
17278,7,15
17279,7,15
17280,7,12
17281,7,12
17282,7,12
17283,7,12
17284,7,15
17285,7,15
17286,7,15
17287,7,15
17288,7,12
17289,7,12
17290,7,12
17291,7,12
17292,7,15
17293,7,15
17294,7,15
17295,7,12
17296,7,12
17297,7,12
17298,7,12
17299,7,12
17300,7,12
17301,7,12
17302,7,12
17303,7,7
17304,7,7
17305,7,7
17306,7,7
17307,7,7
17308,7,7
17309,7,7
17310,7,7
17311,7,7
17312,7,7
17313,7,7
17314,7,7
17315,7,7
17316,7,7
17317,7,7
17318,7,7
17319,7,7
17320,7,7
17321,7,7
17322,7,7
17323,7,7
17324,7,7
17325,7,7
17326,7,7
17327,7,7
17328,7,7
17329,7,7
17330,7,7
17331,7,7
17332,7,7
17333,7,7
17334,7,7
17335,7,7
17336,7,7
17337,7,7
17338,7,7
17339,7,7
17340,7,7
17341,7,7
17342,7,7
17343,7,7
17344,7,7
17345,7,7
17346,7,7
17347,7,7
17348,7,7
17349,7,7
17350,7,7
17351,7,7
17352,7,7
17353,7,7
17354,7,7
17355,7,7
17356,7,7
17357,7,7
17358,7,7
17359,7,7
17360,7,7
17361,7,7
17362,7,7
17363,7,7
17364,7,7
17365,7,7
17366,7,7
17367,7,7
17368,7,7
17369,7,7
17370,7,7
17371,7,7
17372,7,7
17373,7,7
17374,7,7
17375,7,7
17376,7,7
17377,7,7
17378,7,7
17379,7,7
17380,7,7
17381,7,7
17382,7,7
17383,7,7
17384,7,7
17385,7,7
17386,7,7
17387,7,7
17388,7,7
17389,7,7
17390,7,7
17391,7,7
17392,7,7
17393,7,7
17394,7,7
17395,7,7
17396,7,7
17397,7,7
17398,7,7
17399,7,7
17400,7,7
17401,7,7
17402,7,7
17403,7,7
17404,7,7
17405,7,7
17406,7,7
17407,7,7
17408,7,7
17409,7,7
17410,7,7
17411,7,7
17412,7,7
17413,7,7
17414,7,7
17415,7,7
17416,7,7
17417,7,7
17418,7,7
17419,7,7
17420,7,7
17421,7,7
17422,7,7
17423,7,7
17424,7,7
17425,7,7
17426,7,7
17427,7,7
17428,7,7
17429,7,7
17430,7,7
17431,7,7
17432,7,7
17433,7,7
17434,7,7
17435,7,7
17436,7,7
17437,7,7
17438,7,7
17439,7,7
17440,7,7
17441,7,7
17442,7,7
17443,7,7
17444,7,7
17445,7,7
17446,7,7
17447,7,7
17448,7,7
17449,7,7
17450,7,7
17451,7,7
17452,7,7
17453,7,7
17454,7,7
17455,7,7
17456,7,7
17457,7,5
17458,7,5
17459,7,5
17460,7,5
17461,7,5
17462,7,7
17463,7,7
17464,7,7
17465,7,7
17466,7,7
17467,7,7
17468,7,7
17469,7,7
17470,7,7
17471,7,7
17472,7,7
17473,7,7
17474,7,7
17475,7,5
17476,7,7
17477,7,7
17478,7,7
17479,7,7
17480,7,5
17481,7,5
17482,7,5
17483,7,5
17484,7,7
17485,7,7
17486,7,7
17487,7,7
17488,7,7
17489,7,7
17490,7,7
17491,7,15
17492,7,7
17493,7,7
17494,7,7
17495,7,7
17496,7,10
17497,7,10
17498,7,15
17499,7,15
17500,7,7
17501,7,7
17502,7,7
17503,7,7
17504,7,10
17505,7,10
17506,7,10
17507,7,10
17508,7,10
17509,7,10
17510,7,15
17511,7,7
17512,7,7
17513,7,7
17514,7,10
17515,7,7
17516,7,15
17517,7,7
17518,7,10
17519,7,7
17520,7,7
17521,7,7
17522,7,7
17523,7,7
17524,7,7
17525,7,7
17526,7,7
17527,7,7
17528,7,7
17529,7,7
17530,7,7
17531,7,7
17532,7,7
17533,7,7
17534,7,7
17535,7,7
17536,7,7
17537,7,7
17538,7,15
17539,7,7
17540,7,7
17541,7,7
17542,7,7
17543,7,7
17544,7,7
17545,7,7
17546,7,7
17547,7,7
17548,7,7
17549,7,7
17550,7,7
17551,7,7
17552,7,7
17553,7,7
17554,7,7
17555,7,7
17556,7,7
17557,7,7
17558,7,7
17559,7,7
17560,7,7
17561,7,7
17562,7,7
17563,7,7
17564,7,7
17565,7,7
17566,7,7
17567,7,7
17568,7,7
17569,7,7
17570,7,7
17571,7,7
17572,7,7
17573,7,7
17574,7,7
17575,7,7
17576,7,7
17577,7,7
17578,7,7
17579,7,7
17580,7,7
17581,7,7
17582,7,7
17583,7,7
17584,7,7
17585,7,7
17586,7,7
17587,7,7
17588,7,7
17589,7,7
17590,7,7
17591,7,7
17592,7,7
17593,7,7
17594,7,7
17595,7,7
17596,7,7
17597,7,7
17598,7,7
17599,7,7
17600,7,7
17601,7,7
17602,7,7
17603,7,7
17604,7,7
17605,7,7
17606,7,7
17607,7,7
17608,7,7
17609,7,7
17610,7,7
17611,7,7
17612,7,7
17613,7,7
17614,7,7
17615,7,7
17616,7,7
17617,7,7
17618,7,7
17619,7,7
17620,7,7
17621,7,7
17622,7,7
17623,7,7
17624,7,7
17625,7,7
17626,7,7
17627,7,7
17628,7,7
17629,7,7
17630,7,7
17631,7,7
17632,7,7
17633,7,7
17634,7,7
17635,7,7
17636,7,7
17637,7,7
17638,7,7
17639,7,7
17640,7,7
17641,7,7
17642,7,7
17643,7,7
17644,7,7
17645,7,7
17646,7,7
17647,7,7
17648,7,7
17649,7,7
17650,7,7
17651,7,7
17652,7,7
17653,7,7
17654,7,7
17655,7,7
17656,7,7
17657,7,7
17658,7,7
17659,7,7
17660,7,7
17661,7,7
17662,7,7
17663,7,7
17664,7,7
17665,7,7
17666,7,7
17667,7,7
17668,7,7
17669,7,7
17670,7,7
17671,7,7
17672,7,7
17673,7,7
17674,7,7
17675,7,7
17676,7,7
17677,7,7
17678,7,7
17679,7,7
17680,7,7
17681,7,7
17682,7,7
17683,7,7
17684,7,7
17685,7,7
17686,7,7
17687,7,7
17688,7,7
17689,7,7
17690,7,7
17691,7,7
17692,7,7
17693,7,7
17694,7,7
17695,7,7
17696,7,7
17697,7,7
17698,7,7
17699,7,7
17700,7,7
17701,7,5
17702,7,7
17703,7,7
17704,7,7
17705,7,7
17706,7,7
17707,7,7
17708,7,7
17709,7,7
17710,7,7
17711,7,7
17712,7,7
17713,7,7
17714,7,7
17715,7,7
17716,7,7
17717,7,7
17718,7,7
17719,7,7
17720,7,7
17721,7,7
17722,7,7
17723,7,7
17724,7,7
17725,7,7
17726,7,7
17727,7,7
17728,7,7
17729,7,7
17730,7,7
17731,7,7
17732,7,7
17733,7,7
17734,7,7
17735,7,7
17736,7,7
17737,7,7
17738,7,7
17739,7,7
17740,7,7
17741,7,7
17742,7,7
17743,7,7
17744,7,7
17745,7,7
17746,7,7
17747,7,7
17748,7,7
17749,7,7
17750,7,7
17751,7,7
17752,7,7
17753,7,7
17754,7,7
17755,7,7
17756,7,7
17757,7,7
17758,7,7
17759,7,7
17760,7,7
17761,7,7
17762,7,7
17763,7,7
17764,7,7
17765,7,7
17766,7,7
17767,7,7
17768,7,7
17769,7,7
17770,7,7
17771,7,7
17772,7,7
17773,7,7
17774,7,7
17775,7,7
17776,7,7
17777,7,7
17778,7,7
17779,7,7
17780,7,7
17781,7,7
17782,7,7
17783,7,7
17784,7,7
17785,7,7
17786,7,7
17787,7,7
17788,7,7
17789,7,7
17790,7,7
17791,7,7
17792,7,7
17793,7,7
17794,7,7
17795,7,7
17796,7,7
17797,7,7
17798,7,7
17799,7,7
17800,7,7
17801,7,7
17802,7,7
17803,7,7
17804,7,7
17805,7,7
17806,7,7
17807,7,7
17808,7,7
17809,7,7
17810,7,7
17811,7,7
17812,7,7
17813,7,7
17814,7,7
17815,7,7
17816,7,7
17817,7,7
17818,7,7
17819,7,7
17820,7,7
17821,7,7
17822,7,7
17823,7,7
17824,7,7
17825,7,7
17826,7,7
17827,7,7
17828,7,7
17829,7,7
17830,7,7
17831,7,7
17832,7,7
17833,7,7
17834,7,7
17835,7,7
17836,7,7
17837,7,7
17838,7,7
17839,7,7
17840,7,7
17841,7,7
17842,7,7
17843,7,7
17844,7,7
17845,7,7
17846,7,7
17847,7,7
17848,7,7
17849,7,7
17850,7,7
17851,7,7
17852,7,7
17853,7,7
17854,7,7
17855,7,7
17856,7,7
17857,7,7
17858,7,7
17859,7,7
17860,7,7
17861,7,7
17862,7,7
17863,7,7
17864,7,7
17865,7,7
17866,7,7
17867,7,7
17868,7,7
17869,7,7
17870,7,7
17871,7,7
17872,7,7
17873,7,7
17874,7,7
17875,7,7
17876,7,7
17877,7,7
17878,7,7
17879,7,7
17880,7,7
17881,7,7
17882,7,7
17883,7,7
17884,7,7
17885,7,7
17886,7,7
17887,7,7
17888,7,7
17889,7,7
17890,7,7
17891,7,7
17892,7,7
17893,7,7
17894,7,7
17895,7,7
17896,7,7
17897,7,7
17898,7,7
17899,7,7
17900,7,7
17901,7,7
17902,7,7
17903,7,7
17904,7,7
17905,7,7
17906,7,7
17907,7,7
17908,7,7
17909,7,7
17910,7,7
17911,7,7
17912,7,7
17913,7,7
17914,7,7
17915,7,7
17916,7,7
17917,7,7
17918,7,7
17919,7,7
17920,7,7
17921,7,7
17922,7,7
17923,7,7
17924,7,7
17925,7,7
17926,7,7
17927,7,7
17928,7,7
17929,7,7
17930,7,7
17931,7,7
17932,7,7
17933,7,7
17934,7,7
17935,7,7
17936,7,7
17937,7,7
17938,7,7
17939,7,7
17940,7,7
17941,7,7
17942,7,7
17943,7,7
17944,7,7
17945,7,7
17946,7,7
17947,7,7
17948,7,7
17949,7,7
17950,7,7
17951,7,7
17952,7,7
17953,7,7
17954,7,7
17955,7,7
17956,7,7
17957,7,7
17958,7,7
17959,7,7
17960,7,7
17961,7,7
17962,7,7
17963,7,7
17964,7,7
17965,7,7
17966,7,7
17967,7,7
17968,7,7
17969,7,7
17970,7,7
17971,7,7
17972,7,7
17973,7,7
17974,7,7
17975,7,7
17976,7,7
17977,7,7
17978,7,7
17979,7,7
17980,7,7
17981,7,7
17982,7,7
17983,7,7
17984,7,7
17985,7,7
17986,7,7
17987,7,7
17988,7,7
17989,7,7
17990,7,7
17991,7,7
17992,7,7
17993,7,7
17994,7,7
17995,7,7
17996,7,7
17997,7,7
17998,7,7
17999,7,7
18000,7,7
18001,7,7
18002,7,7
18003,7,7
18004,7,7
18005,7,7
18006,7,7
18007,7,7
18008,7,7
18009,7,7
18010,7,7
18011,7,7
18012,7,7
18013,7,7
18014,7,7
18015,7,7
18016,7,7
18017,7,7
18018,7,7
18019,7,7
18020,7,7
18021,7,7
18022,7,7
18023,7,7
18024,7,7
18025,7,7
18026,7,7
18027,7,7
18028,7,7
18029,7,7
18030,7,7
18031,7,7
18032,7,7
18033,7,7
18034,7,7
18035,7,7
18036,7,7
18037,7,7
18038,7,7
18039,7,7
18040,7,7
18041,7,7
18042,7,7
18043,7,7
18044,7,7
18045,7,7
18046,7,7
18047,7,7
18048,7,7
18049,7,7
18050,7,7
18051,7,7
18052,7,7
18053,7,7
18054,7,7
18055,7,7
18056,7,7
18057,7,7
18058,7,7
18059,7,7
18060,7,7
18061,7,7
18062,7,7
18063,7,7
18064,7,7
18065,7,7
18066,7,7
18067,7,7
18068,7,7
18069,7,7
18070,7,7
18071,7,7
18072,7,7
18073,7,7
18074,7,7
18075,7,7
18076,7,7
18077,7,7
18078,7,7
18079,7,7
18080,7,7
18081,7,7
18082,7,7
18083,7,7
18084,7,7
18085,7,7
18086,7,7
18087,7,7
18088,7,7
18089,7,7
18090,7,7
18091,7,7
18092,7,7
18093,7,7
18094,7,7
18095,7,7
18096,7,7
18097,7,7
18098,7,7
18099,7,7
18100,7,7
18101,7,7
18102,7,7
18103,7,7
18104,7,7
18105,7,7
18106,7,7
18107,7,7
18108,7,7
18109,7,7
18110,7,7
18111,7,7
18112,7,7
18113,7,7
18114,7,7
18115,7,7
18116,7,7
18117,7,7
18118,7,7
18119,7,7
18120,7,7
18121,7,7
18122,7,7
18123,7,7
18124,7,7
18125,7,7
18126,7,7
18127,7,7
18128,7,7
18129,7,7
18130,7,7
18131,7,7
18132,7,7
18133,7,7
18134,7,7
18135,7,7
18136,7,7
18137,7,7
18138,7,7
18139,7,7
18140,7,7
18141,7,7
18142,7,7
18143,7,7
18144,7,7
18145,7,7
18146,7,7
18147,7,7
18148,7,7
18149,7,7
18150,7,7
18151,7,7
18152,7,7
18153,7,7
18154,7,7
18155,7,7
18156,7,7
18157,7,7
18158,7,7
18159,7,7
18160,7,7
18161,7,7
18162,7,7
18163,7,7
18164,7,7
18165,7,7
18166,7,7
18167,7,5
18168,7,5
18169,7,10
18170,7,10
18171,7,7
18172,7,7
18173,7,7
18174,7,7
18175,7,7
18176,7,7
18177,7,7
18178,7,7
18179,7,7
18180,7,7
18181,7,5
18182,7,5
18183,7,7
18184,7,7
18185,7,7
18186,7,7
18187,7,7
18188,7,7
18189,7,7
18190,7,7
18191,7,7
18192,7,7
18193,7,7
18194,7,7
18195,7,7
18196,7,7
18197,7,7
18198,7,5
18199,7,5
18200,7,7
18201,7,5
18202,7,7
18203,7,7
18204,7,7
18205,7,7
18206,7,7
18207,7,7
18208,7,7
18209,7,7
18210,7,7
18211,7,5
18212,7,5
18213,7,7
18214,7,7
18215,7,7
18216,7,7
18217,7,7
18218,7,15
18219,7,15
18220,7,15
18221,7,15
18222,7,15
18223,7,15
18224,7,7
18225,7,7
18226,7,7
18227,7,7
18228,7,5
18229,7,5
18230,7,7
18231,7,5
18232,7,5
18233,7,7
18234,7,7
18235,7,7
18236,7,7
18237,7,7
18238,7,7
18239,7,7
18240,7,7
18241,7,7
18242,7,7
18243,7,7
18244,7,7
18245,7,7
18246,7,7
18247,7,7
18248,7,15
18249,7,15
18250,7,15
18251,7,15
18252,7,12
18253,7,12
18254,7,15
18255,7,7
18256,7,7
18257,7,7
18258,7,7
18259,7,5
18260,7,5
18261,7,5
18262,7,7
18263,7,5
18264,7,7
18265,7,7
18266,7,7
18267,7,7
18268,7,7
18269,7,7
18270,7,7
18271,7,7
18272,7,7
18273,7,7
18274,7,7
18275,7,7
18276,7,7
18277,7,12
18278,7,12
18279,7,12
18280,7,15
18281,7,15
18282,7,12
18283,7,7
18284,7,7
18285,7,7
18286,7,7
18287,7,7
18288,7,7
18289,7,7
18290,7,7
18291,7,7
18292,7,7
18293,7,5
18294,7,7
18295,7,7
18296,7,7
18297,7,7
18298,7,7
18299,7,7
18300,7,7
18301,7,7
18302,7,7
18303,7,7
18304,7,7
18305,7,12
18306,7,12
18307,7,12
18308,7,12
18309,7,12
18310,7,12
18311,7,12
18312,7,7
18313,7,7
18314,7,7
18315,7,7
18316,7,7
18317,7,7
18318,7,7
18319,7,7
18320,7,7
18321,7,7
18322,7,5
18323,7,5
18324,7,7
18325,7,7
18326,7,7
18327,7,7
18328,7,7
18329,7,7
18330,7,7
18331,7,7
18332,7,7
18333,7,12
18334,7,12
18335,7,12
18336,7,12
18337,7,12
18338,7,12
18339,7,7
18340,7,7
18341,7,7
18342,7,7
18343,7,7
18344,7,7
18345,7,7
18346,7,7
18347,7,7
18348,7,7
18349,7,7
18350,7,7
18351,7,7
18352,7,7
18353,7,7
18354,7,7
18355,7,7
18356,7,7
18357,7,7
18358,7,7
18359,7,7
18360,7,12
18361,7,12
18362,7,15
18363,7,12
18364,7,12
18365,7,12
18366,7,15
18367,7,7
18368,7,7
18369,7,7
18370,7,7
18371,7,7
18372,7,7
18373,7,7
18374,7,7
18375,7,7
18376,7,7
18377,7,7
18378,7,7
